99.8278578,72.36925193,1
99.31500881,68.77540947,1
99.27252693,60.999031,1
33.91550011,93.86943574,0
97.64563396,68.86157272,1
94.83450672,41.6943068,1
94.44336777,65.56892161,1
69.36458876,97.71869196,1
40.45755098,85.53518549,1
90.54671411,43.39060181,1
62.0730638,96.76882412,1
89.84580671,45.35828361,1
89.67677575,65.79936593,1
88.91389642,69.8037889,1
84.43281996,43.53339331,1
83.48916274,48.3802858,1
82.36875376,40.61825516,0
78.63542435,96.64742717,1
82.22666158,42.71987854,0
61.10666454,96.51142588,1
72.34649423,96.22759297,1
80.19018075,44.82162893,1
32.57720017,90.59854761,0
70.66150955,92.92713789,1
80.27957401,92.11606081,1
77.92409145,68.97235999,1
80.366756,90.9601479,1
76.97878373,47.57596365,1
75.47770201,90.424539,1
74.775893,89.5298129,1
91.5649745,88.69629255,1
75.02474557,46.55401354,1
75.01365839,30.60326323,0
74.78925296,41.57341523,0
47.26426911,83.475865,1
90.44855097,87.50879176,1
74.24869137,69.82457123,1
76.0987867,87.42056972,1
42.26170081,87.10385094,1
97.77159928,86.72782233,1
60.18259939,86.3085521,1
69.07014406,52.74046973,1
75.39561147,85.75993667,1
67.94685548,46.67857411,0
67.37202755,42.83843832,0
66.56089447,41.09209808,0
68.46852179,85.5943071,1
74.49269242,84.84513685,1
62.22267576,52.06099195,0
64.17698887,80.90806059,1
61.83020602,50.25610789,0
42.07545454,78.844786,0
71.79646206,78.45356225,1
64.03932042,78.03168802,1
60.45555629,42.50840944,0
34.62365962,78.02469282,0
94.09433113,77.15910509,1
57.23870632,59.51428198,1
56.2538175,39.26147251,0
55.48216114,35.57070347,0
55.34001756,64.93193801,1
54.63510555,52.21388588,0
52.34800399,60.76950526,0
52.10797973,63.12762377,0
52.04540477,69.43286012,1
51.54772027,46.85629026,0
51.04775177,45.82270146,0
50.53478829,48.85581153,0
82.30705337,76.4819633,1
50.28649612,49.80453881,0
49.58667722,59.80895099,0
49.07256322,51.88321182,0
39.53833914,76.03681085,0
45.08327748,56.31637178,0
44.66826172,66.45008615,0
50.4581598,75.80985953,1
79.03273605,75.34437644,1
34.18364003,75.23772034,0
79.94481794,74.16311935,1
38.7858038,64.99568096,0
35.28611282,47.02051395,0
35.84740877,72.90219803,0
34.52451385,60.39634246,0
34.21206098,44.2095286,0
40.23689374,71.16774802,0
32.72283304,43.30717306,0
77.19303493,70.4582,1
30.28671077,43.89499752,0
30.05882245,49.59297387,0
